
8,1,0.01,0.0,0.01,1.5,1.44,1.6,40.22,0.0,76.0,99.33,94.0,100.0,136.0,132.0,140.0,16.0,12.0,20.0,3.89,0.0,7.0,1000.0,1000.0,1000.0,0.81,0.0,1.5,0.38,0.34,0.41,11.56,2.0,18.0
8,1,0.01,0.01,0.01,1.5,1.44,1.6,40.22,0.0,76.0,99.33,94.0,100.0,136.0,132.0,140.0,16.0,12.0,20.0,3.89,0.0,7.0,1000.0,1000.0,1000.0,0.81,0.0,1.5,0.38,0.34,0.41,11.56,2.0,18.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,234.0,234.0,234.0,67.9,67.9,67.9,324.0,324.0,324.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,241.0,241.0,241.0,66.9,66.9,66.9,324.0,324.0,324.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,237.0,237.0,237.0,67.5,67.5,67.5,324.0,324.0,324.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,237.0,237.0,237.0,67.5,67.5,67.5,324.0,324.0,324.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,245.0,245.0,245.0,66.4,66.4,66.4,324.0,324.0,324.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,244.0,244.0,244.0,66.5,66.5,66.5,324.0,324.0,324.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,248.0,248.0,248.0,66.0,66.0,66.0,324.0,324.0,324.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,248.0,248.0,248.0,66.0,66.0,66.0,324.0,324.0,324.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,236.0,236.0,236.0,67.6,67.6,67.6,324.0,324.0,324.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0,0.0,240.0,240.0,240.0,67.1,67.1,67.1,324.0,324.0,324.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.34,0.0,0.0,0.0
